Date,silver
2014-07-07,21.014
2014-07-04,21.014
2014-07-03,21.137
2014-07-02,21.302
2014-07-01,21.117
2014-06-30,21.056
2014-06-27,21.134
2014-06-26,21.108
2014-06-25,21.116
2014-06-24,21.043
2014-06-23,20.916
2014-06-20,20.949
2014-06-19,20.648
2014-06-18,19.778
2014-06-17,19.732
2014-06-16,19.715
2014-06-13,19.655
2014-06-12,19.533
2014-06-11,19.172
2014-06-10,19.168
2014-06-09,19.066
2014-06-06,18.991
2014-06-05,19.083
2014-06-04,18.792
2014-06-03,18.763
2014-06-02,18.739
2014-05-30,18.682
2014-05-29,19.014
2014-05-28,19.059
2014-05-27,19.067
2014-05-26,19.067
2014-05-23,19.418
2014-05-22,19.52
2014-05-21,19.338
2014-05-20,19.399
2014-05-19,19.353
2014-05-16,19.329
2014-05-15,19.484
2014-05-14,19.775
2014-05-13,19.547
2014-05-12,19.543
2014-05-09,19.121
2014-05-08,19.138
2014-05-07,19.342
2014-05-06,19.645
2014-05-05,19.571
2014-05-02,19.546
2014-05-01,19.043
2014-04-30,19.174
2014-04-29,19.538
2014-04-28,19.588
2014-04-25,19.691
2014-04-24,19.688
2014-04-23,19.438
2014-04-22,19.361
2014-04-21,19.351
2014-04-17,19.596
2014-04-16,19.634
2014-04-15,19.489
2014-04-14,20.01
2014-04-11,19.946
2014-04-10,20.091
2014-04-09,19.77
2014-04-08,20.057
2014-04-07,19.907
2014-04-04,19.946
2014-04-03,19.805
2014-04-02,20.05
2014-04-01,19.688
2014-03-31,19.752
2014-03-28,19.79
2014-03-27,19.708
2014-03-26,19.78
2014-03-25,19.979
2014-03-24,20.067
2014-03-21,20.31
2014-03-20,20.43
2014-03-19,20.826
2014-03-18,20.862
2014-03-17,21.275
2014-03-14,21.413
2014-03-13,21.198
2014-03-12,21.358
2014-03-11,20.815
2014-03-10,20.91
2014-03-07,20.928
2014-03-06,21.574
2014-03-05,21.271
2014-03-04,21.222
2014-03-03,21.485
2014-02-28,21.241
2014-02-27,21.352
2014-02-26,21.254
2014-02-25,21.963
2014-02-24,22.051
2014-02-21,21.782
2014-02-20,21.684
2014-02-19,21.85
2014-02-18,21.914
2014-02-17,21.898
2014-02-14,21.421
2014-02-13,20.395
2014-02-12,20.341
2014-02-11,20.153
2014-02-10,20.112
2014-02-07,19.936
2014-02-06,19.928
2014-02-05,19.805
2014-02-04,19.422
2014-02-03,19.409
2014-01-31,19.12
2014-01-30,19.126
2014-01-29,19.552
2014-01-28,19.503
2014-01-27,19.793
2014-01-24,19.765
2014-01-23,20.01
2014-01-22,19.839
2014-01-21,19.87
2014-01-20,19.87
2014-01-17,20.304
2014-01-16,20.054
2014-01-15,20.134
2014-01-14,20.282
2014-01-13,20.385
2014-01-10,20.223
2014-01-09,19.683
2014-01-08,19.539
2014-01-07,19.787
2014-01-06,20.103
2014-01-03,20.211
2014-01-02,20.128
2013-12-31,19.37
2013-12-30,19.615
2013-12-27,20.049
2013-12-26,19.916
2013-12-24,19.484
2013-12-23,19.413
2013-12-20,19.453
2013-12-19,19.186
2013-12-18,20.059
2013-12-17,19.84
2013-12-16,20.101
2013-12-13,19.604
2013-12-12,19.453
2013-12-11,20.356
2013-12-10,20.315
2013-12-09,19.701
2013-12-06,19.523
2013-12-05,19.57
2013-12-04,19.83
2013-12-03,19.065
2013-12-02,19.289
2013-11-29,20.016
2013-11-28,20.033
2013-11-27,19.633
2013-11-26,19.848
2013-11-25,19.882
2013-11-22,19.862
2013-11-21,19.934
2013-11-20,20.058
2013-11-19,20.334
2013-11-18,20.357
2013-11-15,20.727
2013-11-14,20.722
2013-11-13,20.442
2013-11-12,20.778
2013-11-11,21.282
2013-11-08,21.317
2013-11-07,21.657
2013-11-06,21.768
2013-11-05,21.636
2013-11-04,21.7
2013-11-01,21.837
2013-10-31,21.867
2013-10-30,22.983
2013-10-29,22.492
2013-10-28,22.538
2013-10-25,22.639
2013-10-24,22.822
2013-10-23,22.617
2013-10-22,22.79
2013-10-21,22.278
2013-10-18,21.913
2013-10-17,21.947
2013-10-16,21.365
2013-10-15,21.191
2013-10-14,21.354
2013-10-11,21.259
2013-10-10,21.896
2013-10-09,21.891
2013-10-08,22.443
2013-10-07,22.386
2013-10-04,21.752
2013-10-03,21.786
2013-10-02,21.897
2013-10-01,21.175
2013-09-30,21.708
2013-09-27,21.831
2013-09-26,21.766
2013-09-25,21.886
2013-09-24,21.586
2013-09-23,21.857
2013-09-20,21.927
2013-09-19,23.292
2013-09-18,21.564
2013-09-17,21.784
2013-09-16,22.009
2013-09-13,21.72
2013-09-12,22.149
2013-09-11,23.172
2013-09-10,23.016
2013-09-09,23.717
2013-09-06,23.891
2013-09-05,23.255
2013-09-04,23.415
2013-09-03,24.412
2013-09-02,24.429
2013-08-30,23.513
2013-08-29,24.14
2013-08-28,24.391
2013-08-27,24.651
2013-08-26,24.01
2013-08-23,23.738
2013-08-22,23.035
2013-08-21,22.963
2013-08-20,23.071
2013-08-19,23.166
2013-08-16,23.322
2013-08-15,22.935
2013-08-14,21.787
2013-08-13,21.343
2013-08-12,21.339
2013-08-09,20.407
2013-08-08,20.193
2013-08-07,19.508
2013-08-06,19.523
2013-08-05,19.72
2013-08-02,19.912
2013-08-01,19.624
2013-07-31,19.628
2013-07-30,19.68
2013-07-29,19.864
2013-07-26,19.771
2013-07-25,20.154
2013-07-24,20.02
2013-07-23,20.254
2013-07-22,20.509
2013-07-19,19.46
2013-07-18,19.389
2013-07-17,19.42
2013-07-16,19.935
2013-07-15,19.839
2013-07-12,19.792
2013-07-11,19.956
2013-07-10,19.165
2013-07-09,19.138
2013-07-08,19.038
2013-07-05,18.736
2013-07-04,18.736
2013-07-03,19.7
2013-07-02,19.309
2013-07-01,19.578
2013-06-28,19.47
2013-06-27,18.553
2013-06-26,18.587
2013-06-25,19.526
2013-06-24,19.493
2013-06-21,19.959
2013-06-20,19.823
2013-06-19,21.623
2013-06-18,21.677
2013-06-17,21.758
2013-06-14,21.954
2013-06-13,21.583
2013-06-12,21.796
2013-06-11,21.646
2013-06-10,21.925
2013-06-07,21.743
2013-06-06,22.707
2013-06-05,22.472
2013-06-04,22.409
2013-06-03,22.721
2013-05-31,22.243
2013-05-30,22.69
2013-05-29,22.453
2013-05-28,22.193
2013-05-27,22.193
2013-05-24,22.496
2013-05-23,22.508
2013-05-22,22.472
2013-05-21,22.455
2013-05-20,22.582
2013-05-17,22.352
2013-05-16,22.659
2013-05-15,22.658
2013-05-14,23.379
2013-05-13,23.696
2013-05-10,23.658
2013-05-09,23.911
2013-05-08,23.927
2013-05-07,23.806
2013-05-06,23.955
2013-05-03,24.014
2013-05-02,23.83
2013-05-01,23.343
2013-04-30,24.185
2013-04-29,24.166
2013-04-26,23.788
2013-04-25,24.14
2013-04-24,22.833
2013-04-23,22.817
2013-04-22,23.324
2013-04-19,22.96
2013-04-18,23.245
2013-04-17,23.307
2013-04-16,23.628
2013-04-15,23.361
2013-04-12,26.331
2013-04-11,27.697
2013-04-10,27.653
2013-04-09,27.881
2013-04-08,27.138
2013-04-05,27.22
2013-04-04,26.767
2013-04-03,26.797
2013-04-02,27.248
2013-04-01,27.944
2013-03-28,28.323
2013-03-27,28.612
2013-03-26,28.679
2013-03-25,28.815
2013-03-22,28.698
2013-03-21,29.212
2013-03-20,28.817
2013-03-19,28.843
2013-03-18,28.874
2013-03-15,28.851
2013-03-14,28.807
2013-03-13,28.958
2013-03-12,29.171
2013-03-11,28.853
2013-03-08,28.948
2013-03-07,28.808
2013-03-06,28.803
2013-03-05,28.604
2013-03-04,28.496
2013-03-01,28.49
2013-02-28,28.432
2013-02-27,28.985
2013-02-26,29.26
2013-02-25,28.987
2013-02-22,28.46
2013-02-21,28.699
2013-02-20,28.622
2013-02-19,29.448
2013-02-18,29.422
2013-02-15,29.849
2013-02-14,30.353
2013-02-13,30.869
2013-02-12,31.019
2013-02-11,30.91
2013-02-08,31.441
2013-02-07,31.403
2013-02-06,31.877
2013-02-05,31.875
2013-02-04,31.716
2013-02-01,31.958
2013-01-31,31.351
2013-01-30,32.177
2013-01-29,31.184
2013-01-28,30.78
2013-01-25,31.206
2013-01-24,31.722
2013-01-23,32.439
2013-01-22,32.177
2013-01-21,32.177
2013-01-18,31.932
2013-01-17,31.81
2013-01-16,31.542
2013-01-15,31.529
2013-01-14,31.11
2013-01-11,30.408
2013-01-10,30.918
2013-01-09,30.249
2013-01-08,30.465
2013-01-07,30.082
2013-01-04,29.946
2013-01-03,30.72
2013-01-02,31.007
2012-12-31,30.227
2012-12-28,29.975
2012-12-27,30.24
2012-12-26,30.035
2012-12-24,29.897
2012-12-21,30.203
2012-12-20,29.678
2012-12-19,31.116
2012-12-18,31.669
2012-12-17,32.28
2012-12-14,32.299
2012-12-13,32.355
2012-12-12,33.782
2012-12-11,33.017
2012-12-10,33.377
2012-12-07,33.131
2012-12-06,33.114
2012-12-05,32.957
2012-12-04,32.808
2012-12-03,33.759
2012-11-30,33.279
2012-11-29,34.431
2012-11-28,33.684
2012-11-27,33.981
2012-11-26,34.137
2012-11-23,34.146
2012-11-22,34.116
2012-11-21,33.35
2012-11-20,32.93
2012-11-19,33.189
2012-11-16,32.37
2012-11-15,32.674
2012-11-14,32.88
2012-11-13,32.487
2012-11-12,32.522
2012-11-09,32.599
2012-11-08,32.24
2012-11-07,31.661
2012-11-06,32.034
2012-11-05,31.128
2012-11-02,30.857
2012-11-01,32.248
2012-10-31,32.316
2012-10-30,31.816
2012-10-29,31.745
2012-10-26,32.036
2012-10-25,32.078
2012-10-24,31.62
2012-10-23,31.793
2012-10-22,32.252
2012-10-19,32.097
2012-10-18,32.868
2012-10-17,33.232
2012-10-16,32.959
2012-10-15,32.743
2012-10-12,33.669
2012-10-11,34.082
2012-10-10,34.109
2012-10-09,33.985
2012-10-08,34.017
2012-10-05,34.572
2012-10-04,35.101
2012-10-03,34.69
2012-10-02,34.669
2012-10-01,34.952
2012-09-28,34.577
2012-09-27,34.666
2012-09-26,33.94
2012-09-25,33.948
2012-09-24,33.984
2012-09-21,34.638
2012-09-20,34.682
2012-09-19,34.588
2012-09-18,34.718
2012-09-17,34.367
2012-09-14,34.656
2012-09-13,34.778
2012-09-12,33.292
2012-09-11,33.566
2012-09-10,33.633
2012-09-07,33.69
2012-09-06,32.674
2012-09-05,32.329
2012-09-04,32.39
2012-09-03,32.411
2012-08-31,31.442
2012-08-30,30.446
2012-08-29,30.837
2012-08-28,30.875
2012-08-27,31.048
2012-08-24,30.621
2012-08-23,30.456
2012-08-22,29.556
2012-08-21,29.428
2012-08-20,28.593
2012-08-17,28.002
2012-08-16,28.212
2012-08-15,27.812
2012-08-14,27.763
2012-08-13,27.767
2012-08-10,28.062
2012-08-09,28.097
2012-08-08,28.075
2012-08-07,28.086
2012-08-06,27.863
2012-08-03,27.801
2012-08-02,26.995
2012-08-01,27.535
2012-07-31,27.914
2012-07-30,28.033
2012-07-27,27.498
2012-07-26,27.446
2012-07-25,27.466
2012-07-24,26.811
2012-07-23,27.042
2012-07-20,27.302
2012-07-19,27.217
2012-07-18,27.095
2012-07-17,27.316
2012-07-16,27.321
2012-07-13,27.369
2012-07-12,27.161
2012-07-11,27.023
2012-07-10,26.882
2012-07-09,27.444
2012-07-06,26.92
2012-07-05,27.672
2012-07-04,27.672
2012-07-03,28.28
2012-07-02,27.499
2012-06-29,27.612
2012-06-28,26.291
2012-06-27,26.942
2012-06-26,27.038
2012-06-25,27.52
2012-06-22,26.661
2012-06-21,26.839
2012-06-20,28.389
2012-06-19,28.368
2012-06-18,28.671
2012-06-15,28.74
2012-06-14,28.407
2012-06-13,28.941
2012-06-12,28.949
2012-06-11,28.616
2012-06-08,28.471
2012-06-07,28.529
2012-06-06,29.488
2012-06-05,28.405
2012-06-04,28.007
2012-06-01,28.512
2012-05-31,27.757
2012-05-30,27.983
2012-05-29,27.791
2012-05-28,27.791
2012-05-25,28.386
2012-05-24,28.157
2012-05-23,27.519
2012-05-22,28.179
2012-05-21,28.321
2012-05-18,28.715
2012-05-17,28.02
2012-05-16,27.196
2012-05-15,28.08
2012-05-14,28.353
2012-05-11,28.89
2012-05-10,29.178
2012-05-09,29.241
2012-05-08,29.459
2012-05-07,30.122
2012-05-04,30.432
2012-05-03,30.01
2012-05-02,30.645
2012-05-01,30.93
2012-04-30,31.016
2012-04-27,31.411
2012-04-26,31.207
2012-04-25,30.356
2012-04-24,30.746
2012-04-23,30.531
2012-04-20,31.651
2012-04-19,31.779
2012-04-18,31.487
2012-04-17,31.674
2012-04-16,31.373
2012-04-13,31.39
2012-04-12,32.525
2012-04-11,31.521
2012-04-10,31.679
2012-04-09,31.524
2012-04-05,31.73
2012-04-04,31.044
2012-04-03,33.265
2012-04-02,33.098
2012-03-30,32.484
2012-03-29,31.992
2012-03-28,31.831
2012-03-27,32.616
2012-03-26,32.75
2012-03-23,32.272
2012-03-22,31.345
2012-03-21,32.227
2012-03-20,31.834
2012-03-19,32.955
2012-03-16,32.604
2012-03-15,32.726
2012-03-14,32.181
2012-03-13,33.581
2012-03-12,33.413
2012-03-09,34.212
2012-03-08,33.831
2012-03-07,33.585
2012-03-06,32.783
2012-03-05,33.695
2012-03-02,34.525
2012-03-01,35.661
2012-02-29,34.642
2012-02-28,37.205
2012-02-27,35.524
2012-02-24,35.338
2012-02-23,35.556
2012-02-22,34.254
2012-02-21,34.464
2012-02-20,34.429
2012-02-17,33.216
2012-02-16,33.37
2012-02-15,33.408
2012-02-14,33.348
2012-02-13,33.722
2012-02-10,33.604
2012-02-09,33.917
2012-02-08,33.704
2012-02-07,34.194
2012-02-06,33.75
2012-02-03,33.749
2012-02-02,34.175
2012-02-01,33.807
2012-01-31,33.262
2012-01-30,33.527
2012-01-27,33.79
2012-01-26,33.743
2012-01-25,33.121
2012-01-24,31.975
2012-01-23,32.27
2012-01-20,31.675
2012-01-19,30.509
2012-01-18,30.543
2012-01-17,30.135
2012-01-16,30.135
2012-01-13,29.522
2012-01-12,30.124
2012-01-11,29.89
2012-01-10,29.815
2012-01-09,28.782
2012-01-06,28.683
2012-01-05,29.296
2012-01-04,29.097
2012-01-03,29.572
2011-12-30,27.915
2011-12-29,27.315
2011-12-28,27.234
2011-12-27,28.74
2011-12-23,29.084
2011-12-22,29.047
2011-12-21,29.249
2011-12-20,29.536
2011-12-19,28.874
2011-12-16,29.671
2011-12-15,29.274
2011-12-14,28.935
2011-12-13,31.26
2011-12-12,31.002
2011-12-09,32.253
2011-12-08,31.538
2011-12-07,32.627
2011-12-06,32.744
2011-12-05,32.372
2011-12-02,32.686
2011-12-01,32.759
2011-11-30,32.804
2011-11-29,31.95
2011-11-28,32.161
2011-11-25,31.035
2011-11-24,31.014
2011-11-23,31.884
2011-11-22,32.951
2011-11-21,31.116
2011-11-18,32.417
2011-11-17,31.497
2011-11-16,33.822
2011-11-15,34.456
2011-11-14,34.024
2011-11-11,34.682
2011-11-10,34.106
2011-11-09,34.361
2011-11-08,35.153
2011-11-07,34.828
2011-11-04,34.084
2011-11-03,34.498
2011-11-02,33.943
2011-11-01,32.731
2011-10-31,34.354
2011-10-28,35.288
2011-10-27,35.112
2011-10-26,33.31
2011-10-25,33.052
2011-10-24,31.644
2011-10-21,31.193
2011-10-20,30.281
2011-10-19,31.277
2011-10-18,31.831
2011-10-17,31.821
2011-10-14,32.173
2011-10-13,31.667
2011-10-12,32.789
2011-10-11,31.998
2011-10-10,31.98
2011-10-07,30.993
2011-10-06,32.005
2011-10-05,30.352
2011-10-04,29.839
2011-10-03,30.795
2011-09-30,30.083
2011-09-29,30.522
2011-09-28,30.134
2011-09-27,31.536
2011-09-26,29.976
2011-09-23,30.101
2011-09-22,36.578
2011-09-21,40.469
2011-09-20,40.137
2011-09-19,39.163
2011-09-16,40.831
2011-09-15,39.501
2011-09-14,40.533
2011-09-13,41.193
2011-09-12,40.217
2011-09-09,41.624
2011-09-08,42.53
2011-09-07,41.631
2011-09-06,41.848
2011-09-05,41.868
2011-09-02,43.069
2011-09-01,41.532
2011-08-31,41.768
2011-08-30,41.464
2011-08-29,40.546
2011-08-26,40.952
2011-08-25,40.745
2011-08-24,39.162
2011-08-23,42.291
2011-08-22,43.325
2011-08-19,42.432
2011-08-18,40.688
2011-08-17,40.351
2011-08-16,39.819
2011-08-15,39.307
2011-08-12,39.114
2011-08-11,38.669
2011-08-10,39.327
2011-08-09,37.883
2011-08-08,39.38
2011-08-05,38.211
2011-08-04,39.431
2011-08-03,41.758
2011-08-02,40.092
2011-08-01,39.309
2011-07-29,40.106
2011-07-28,39.794
2011-07-27,40.568
2011-07-26,40.698
2011-07-25,40.361
2011-07-22,40.122
2011-07-21,38.947
2011-07-20,39.558
2011-07-19,40.221
2011-07-18,40.342
2011-07-15,39.071
2011-07-14,38.694
2011-07-13,38.151
2011-07-12,35.634
2011-07-11,35.698
2011-07-08,36.543
2011-07-07,36.536
2011-07-06,35.916
2011-07-05,35.41
2011-07-04,35.41
2011-07-01,33.705
2011-06-30,34.832
2011-06-29,34.769
2011-06-28,33.638
2011-06-27,33.585
2011-06-24,34.638
2011-06-23,35.002
2011-06-22,36.739
2011-06-21,36.379
2011-06-20,36.071
2011-06-17,35.748
2011-06-16,35.559
2011-06-15,35.41
2011-06-14,35.411
2011-06-13,34.737
2011-06-10,36.327
2011-06-09,37.424
2011-06-08,36.62
2011-06-07,37.046
2011-06-06,36.782
2011-06-03,36.191
2011-06-02,36.202
2011-06-01,37.694
2011-05-31,38.317
2011-05-30,38.305
2011-05-27,37.863
2011-05-26,37.33
2011-05-25,37.642
2011-05-24,36.128
2011-05-23,34.904
2011-05-20,35.087
2011-05-19,34.932
2011-05-18,35.097
2011-05-17,33.491
2011-05-16,34.132
2011-05-13,35.013
2011-05-12,34.797
2011-05-11,35.515
2011-05-10,38.486
2011-05-09,37.116
2011-05-06,35.287
2011-05-05,36.24
2011-05-04,39.388
2011-05-03,42.585
2011-05-02,46.084
2011-04-29,48.599
2011-04-28,47.541
2011-04-27,45.958
2011-04-26,45.05
2011-04-25,47.149
2011-04-21,46.059
2011-04-20,44.461
2011-04-19,43.913
2011-04-18,42.956
2011-04-15,42.571
2011-04-14,41.664
2011-04-13,40.237
2011-04-12,40.066
2011-04-11,40.612
2011-04-08,40.608
2011-04-07,39.552
2011-04-06,39.387
2011-04-05,39.183
2011-04-04,38.494
2011-04-01,37.732
2011-03-31,37.888
2011-03-30,37.511
2011-03-29,36.987
2011-03-28,37.088
2011-03-25,37.049
2011-03-24,37.375
2011-03-23,37.198
2011-03-22,36.269
2011-03-21,36.001
2011-03-18,35.058
2011-03-17,34.258
2011-03-16,34.472
2011-03-15,34.117
2011-03-14,35.84
2011-03-11,35.935
2011-03-10,35.066
2011-03-09,36.047
2011-03-08,35.658
2011-03-07,35.865
2011-03-04,35.327
2011-03-03,34.327
2011-03-02,34.835
2011-03-01,34.427
2011-02-28,33.82
2011-02-25,32.923
2011-02-24,33.166
2011-02-23,33.298
2011-02-22,32.856
2011-02-21,32.862
2011-02-18,32.296
2011-02-17,31.57
2011-02-16,30.629
2011-02-15,30.696
2011-02-14,30.534
2011-02-11,29.995
2011-02-10,30.094
2011-02-09,30.276
2011-02-08,30.271
2011-02-07,29.343
2011-02-04,29.059
2011-02-03,28.728
2011-02-02,28.289
2011-02-01,28.514
2011-01-31,28.169
2011-01-28,27.919
2011-01-27,27.031
2011-01-26,27.128
2011-01-25,26.805
2011-01-24,27.321
2011-01-21,27.427
2011-01-20,27.473
2011-01-19,28.801
2011-01-18,28.912
2011-01-17,28.912
2011-01-14,28.32
2011-01-13,29.263
2011-01-12,29.545
2011-01-11,29.499
2011-01-10,28.861
2011-01-07,28.671
2011-01-06,29.126
2011-01-05,29.198
2011-01-04,29.508
2011-01-03,31.125
2010-12-31,30.937
2010-12-30,30.513
2010-12-29,30.704
2010-12-28,30.323
2010-12-27,29.255
2010-12-23,29.328
2010-12-22,29.385
2010-12-21,29.394
2010-12-20,29.355
2010-12-17,29.133
2010-12-16,28.782
2010-12-15,29.253
2010-12-14,29.788
2010-12-13,29.624
2010-12-10,28.605
2010-12-09,28.817
2010-12-08,28.252
2010-12-07,29.777
2010-12-06,29.735
2010-12-03,29.271
2010-12-02,28.572
2010-12-01,28.413
2010-11-30,28.212
2010-11-29,27.193
2010-11-26,26.724
2010-11-25,26.772
2010-11-24,27.528
2010-11-23,27.572
2010-11-22,27.461
2010-11-19,27.179
2010-11-18,26.834
2010-11-17,25.511
2010-11-16,25.233
2010-11-15,26.092
2010-11-12,25.942
2010-11-11,27.405
2010-11-10,26.865
2010-11-09,28.906
2010-11-08,27.432
2010-11-05,26.748
2010-11-04,26.043
2010-11-03,24.436
2010-11-02,24.836
2010-11-01,24.552
2010-10-29,24.564
2010-10-28,23.875
2010-10-27,23.404
2010-10-26,23.83
2010-10-25,23.544
2010-10-22,23.118
2010-10-21,23.139
2010-10-20,23.864
2010-10-19,23.78
2010-10-18,24.413
2010-10-15,24.288
2010-10-14,24.435
2010-10-13,23.932
2010-10-12,23.147
2010-10-11,23.349
2010-10-08,23.105
2010-10-07,22.584
2010-10-06,23.043
2010-10-05,22.737
2010-10-04,22.036
2010-10-01,22.06
2010-09-30,21.821
2010-09-29,21.952
2010-09-28,21.707
2010-09-27,21.471
2010-09-24,21.399
2010-09-23,21.213
2010-09-22,21.055
2010-09-21,20.64
2010-09-20,20.803
2010-09-17,20.816
2010-09-16,20.771
2010-09-15,20.571
2010-09-14,20.432
2010-09-13,20.151
2010-09-10,19.845
2010-09-09,19.855
2010-09-08,20.009
2010-09-07,19.9
2010-09-06,19.914
2010-09-03,19.949
2010-09-02,19.672
2010-09-01,19.393
2010-08-31,19.432
2010-08-30,19.074
2010-08-27,19.074
2010-08-26,18.982
2010-08-25,19.026
2010-08-24,18.378
2010-08-23,17.992
2010-08-20,17.991
2010-08-19,18.327
2010-08-18,18.399
2010-08-17,18.595
2010-08-16,18.427
2010-08-13,18.109
2010-08-12,18.065
2010-08-11,17.902
2010-08-10,18.158
2010-08-09,18.242
2010-08-06,18.472
2010-08-05,18.321
2010-08-04,18.278
2010-08-03,18.422
2010-08-02,18.419
2010-07-30,18.003
2010-07-29,17.617
2010-07-28,17.441
2010-07-27,17.626
2010-07-26,18.2
2010-07-23,18.101
2010-07-22,18.12
2010-07-21,17.803
2010-07-20,17.693
2010-07-19,17.543
2010-07-16,17.788
2010-07-15,18.362
2010-07-14,18.29
2010-07-13,18.257
2010-07-12,17.917
2010-07-09,18.073
2010-07-08,17.872
2010-07-07,18.0
2010-07-06,17.857
2010-07-05,17.857
2010-07-02,17.719
2010-07-01,17.79
2010-06-30,18.708
2010-06-29,18.635
2010-06-28,18.678
2010-06-25,19.11
2010-06-24,18.736
2010-06-23,18.459
2010-06-22,18.902
2010-06-21,18.808
2010-06-18,19.184
2010-06-17,18.776
2010-06-16,18.441
2010-06-15,18.578
2010-06-14,18.411
2010-06-11,18.231
2010-06-10,18.351
2010-06-09,18.189
2010-06-08,18.477
2010-06-07,18.162
2010-06-04,17.299
2010-06-03,17.931
2010-06-02,18.315
2010-06-01,18.57
2010-05-31,18.551
2010-05-28,18.422
2010-05-27,18.468
2010-05-26,18.306
2010-05-25,17.781
2010-05-24,18.0
2010-05-21,17.651
2010-05-20,17.715
2010-05-19,18.115
2010-05-18,18.879
2010-05-17,18.859
2010-05-14,19.225
2010-05-13,19.499
2010-05-12,19.663
2010-05-11,19.294
2010-05-10,18.552
2010-05-07,18.451
2010-05-06,17.515
2010-05-05,17.534
2010-05-04,17.842
2010-05-03,18.84
2010-04-30,18.639
2010-04-29,18.579
2010-04-28,18.107
2010-04-27,18.119
2010-04-26,18.337
2010-04-23,18.192
2010-04-22,18.009
2010-04-21,18.078
2010-04-20,17.821
2010-04-19,17.731
2010-04-16,17.675
2010-04-15,18.433
2010-04-14,18.415
2010-04-13,18.249
2010-04-12,18.414
2010-04-09,18.351
2010-04-08,18.127
2010-04-07,18.199
2010-04-06,17.931
2010-04-05,18.118
2010-04-01,17.89
2010-03-31,17.526
2010-03-30,17.33
2010-03-29,17.387
2010-03-26,16.906
2010-03-25,16.741
2010-03-24,16.641
2010-03-23,17.027
2010-03-22,16.935
2010-03-19,17.032
2010-03-18,17.422
2010-03-17,17.523
2010-03-16,17.354
2010-03-15,17.108
2010-03-12,17.048
2010-03-11,17.16
2010-03-10,17.018
2010-03-09,17.338
2010-03-08,17.272
2010-03-05,17.382
2010-03-04,17.176
2010-03-03,17.329
2010-03-02,17.064
2010-03-01,16.469
2010-02-26,16.521
2010-02-25,16.132
2010-02-24,15.94
2010-02-23,15.888
2010-02-22,16.222
2010-02-19,16.413
2010-02-18,16.06
2010-02-17,16.098
2010-02-16,16.161
2010-02-15,16.148
2010-02-12,15.447
2010-02-11,15.59
2010-02-10,15.3
2010-02-09,15.435
2010-02-08,15.085
2010-02-05,14.83
2010-02-04,15.35
2010-02-03,16.317
2010-02-02,16.743
2010-02-01,16.66
2010-01-29,16.19
2010-01-28,16.212
2010-01-27,16.44
2010-01-26,16.86
2010-01-25,17.145
2010-01-22,16.932
2010-01-21,17.51
2010-01-20,17.88
2010-01-19,18.8
2010-01-18,18.8
2010-01-15,18.427
2010-01-14,18.655
2010-01-13,18.55
2010-01-12,18.255
2010-01-11,18.695
2010-01-08,18.47
2010-01-07,18.345
2010-01-06,18.175
2010-01-05,17.8
2010-01-04,17.463
